,property_id,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,responsetime_code
2750,2755,,within an hour,100%,2.0,2.0,"phone, reviews, jumio",1,7,1125,4.0
2751,2756,,within an hour,100%,2.0,2.0,"phone, reviews, jumio",2,4,7,4.0
2752,2757,,within a day,100%,1.0,1.0,"email, phone, reviews",1,1,1125,2.0
2753,2758,,within an hour,100%,1.0,1.0,"email, phone, manual_online, reviews, jumio",1,1,1125,4.0
2754,2759,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
2755,2760,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
2756,2761,A married Belgian couple with 2 children and back from a world trip !,a few days or more,0-49%,1.0,1.0,"email, phone, facebook",1,2,4,0.0
2757,2762,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,1,1125,4.0
2758,2763,"Bonjour, Je m'appelle Ophélie Honoré j'ai 25 ans, je suis comédienne et je vis à Bruxelles. Je vis dans une grande maison (200 m²) avec quatre autres personnes. Moi et mes colocataires seront ravis de vous accueillir dans notre maison. Nous sommes tous artistes entre 25 et 30 ans, trois filles, deux garçons.  Notre maison est idéale pour passer un séjour en été, elle se situe en plein coeur de forest, à 15 minutes de la gare du midi et 25 minutes du centre ville. Bien desservi en transport pour aller dans tous les coins de la ville. Le quartier est très calme, rempli de parc et de ballade à faire. Nous avons aussi un agréable jardin parfait pour l'été.  La maison est propre et calme ,  il y a donc 5 chambres (dont une à louer). 1 cuisine super équipée, 2 salle de bain,1 salon/salle à manger, 1 cave, 1 garage (possibilité de mettre sa voiture).  Mes colocataires et moi même connaissons bien Bruxelles, nous vous renseignerons sur les choses à faire et à voir et surtout passer un bon séjour comme nous les aimons à Bruxelles.  Au plaisir,  Ophélie",within a day,0-49%,1.0,1.0,"email, phone, reviews, jumio",1,3,35,2.0
2759,2764,,within a day,50-89%,1.0,1.0,"email, phone, reviews",1,2,1125,2.0
2760,2765,"Je suis une personne agréable et calme.  J'aime aider les visiteurs à se sentir bien.  Si vous êtes mes hôtes, je vous ferai savoir comment découvrir Bruxelles.   Soy una chico alegre pero tranquila. Me gusta ayudar a la gente. Si te alojas en mi casa, te indicaré los mejores sitios para visitar Bruselas, y todo lo que hace falta.  I am a cheerful but quiet guy. I like helping people. If you stay at my place, I will show you the best places to visit in Brussels.",within an hour,100%,2.0,2.0,"email, phone, reviews",1,3,1125,4.0
2761,2766,"Je suis une personne agréable et calme.  J'aime aider les visiteurs à se sentir bien.  Si vous êtes mes hôtes, je vous ferai savoir comment découvrir Bruxelles.   Soy una chico alegre pero tranquila. Me gusta ayudar a la gente. Si te alojas en mi casa, te indicaré los mejores sitios para visitar Bruselas, y todo lo que hace falta.  I am a cheerful but quiet guy. I like helping people. If you stay at my place, I will show you the best places to visit in Brussels.",within an hour,100%,2.0,2.0,"email, phone, reviews",1,3,1125,4.0
2762,2767,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
2763,2768,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
2764,2769,,unknown,unknown,1.0,1.0,"email, phone, reviews",2,1,1125,1.0
2765,2770,"Physiotherapist and also medicine student, I love to travel, discover, read, learn, sport, cook and share. I lived for one year in Mexico and travel all over the world every time that I can.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,2,4.0
2766,2771,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
2767,2772,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
2768,2773,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,180,180,1.0
2769,2774,,within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio",1,2,90,3.0
2770,2775,,within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio",1,2,1125,3.0
2771,2776,"Hi ! Thank you for visiting my profile & my apartment !   I'm a feminist | vegan | purple | fan of cats | Sivananda hatha yoga teacher | independent marketing consultant.   I furthermore consider myself to be a dynamic, passionate, fun-loving, meditative soul that loves to travel and discover new cultures.",unknown,unknown,1.0,1.0,"email, phone, facebook, reviews, jumio",2,3,1125,1.0
2772,2777,"19 years old born and raised belgian babe.  I like to sleep in tent, hostel, couch or bed as soon as it's on a travel.",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,1.0
2773,2778,I'm a french artist living in brussels since 15 years. my website,within a day,50-89%,2.0,2.0,"email, phone, facebook, reviews, jumio, government_id",4,2,1125,2.0
2774,2779,I'm a french artist living in brussels since 15 years. my website,within a day,50-89%,2.0,2.0,"email, phone, facebook, reviews, jumio, government_id",1,2,1125,2.0
2775,2780,"Ons gezin houdt van reizen. Nadat we diverse malen te gast waren bij airbnb verhuurders, wilden we graag zelf gastheer worden. Intussen is onze droom uitgekomen en kunnen we op twee locaties mensen van over de hele wereld ontvangen in ons geliefde Antwerpen.",within an hour,100%,2.0,2.0,"email, phone, facebook, reviews",1,2,1125,4.0
2776,2781,"Ons gezin houdt van reizen. Nadat we diverse malen te gast waren bij airbnb verhuurders, wilden we graag zelf gastheer worden. Intussen is onze droom uitgekomen en kunnen we op twee locaties mensen van over de hele wereld ontvangen in ons geliefde Antwerpen.",within an hour,100%,2.0,2.0,"email, phone, facebook, reviews",2,2,1125,4.0
2777,2782,,within an hour,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,1125,4.0
2778,2783,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, work_email",1,1,1125,4.0
2779,2784,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,3,1125,1.0
2780,2785,,within an hour,100%,1.0,1.0,"email, phone, reviews",1,3,1125,4.0
2781,2786,I am professional woman working in digital media.,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, work_email",1,2,22,4.0
2782,2787,I am a very sociable person who likes to travel and get to know other cultures.,within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",2,30,1125,3.0
2783,2788,,within a day,50-89%,1.0,1.0,"email, phone, reviews",1,4,1125,2.0
2784,2789,,unknown,unknown,1.0,1.0,"email, phone, reviews",3,2,120,1.0
2785,2790,Bonjour j'habite à Bruxelles avec mon amie Edwige et ma fille Emma. Je me ferai un plaisir de vous accueillir dans mon appartement situé à Saint Gilles.,unknown,unknown,1.0,1.0,"email, phone, facebook, reviews",2,4,25,1.0
2786,2791,my own apartment for welcoming your stay with your family  in summer Brussels,within an hour,100%,2.0,2.0,"email, phone, reviews, manual_offline, jumio",4,2,1125,4.0
2787,2792,"Hi,  My name is Sarah. I am 40 winters young, living in the ever alive city of Antwerp, enjoying my job as well as my free time, in the company of my friends, family or simply home alone, where the best of all super-cats, Ramón, keeps me company!  I love the city I live in and am therefore proud to invite as many people as possible to my second hometown (I was born in Ghent!).  I consider myself to be a good host, trying my best to make my guests feel at home, helping them in every possible way and of course preparing ""their"" apartment as to guarantee them a perfect stay! Hope to see you all whenever visiting Antwerp! Kindest regards, Sarah",within an hour,100%,1.0,1.0,"email, phone, facebook, google, linkedin, reviews, jumio",2,1,5,4.0
2788,2793,"Bonjour,  je suis française, illustratrice.  Ich lebe aber in Belgien mit meinem Mann Johannes. I appreciate to discover new countries and people. See you then!",within a few hours,100%,2.0,2.0,"email, phone, facebook, reviews, jumio",1,2,21,3.0
2789,2794,"Bonjour,  je suis française, illustratrice.  Ich lebe aber in Belgien mit meinem Mann Johannes. I appreciate to discover new countries and people. See you then!",within a few hours,100%,2.0,2.0,"email, phone, facebook, reviews, jumio",1,3,21,3.0
2790,2795,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
2791,2796,,within a few hours,100%,1.0,1.0,"email, phone, google, reviews, jumio, government_id",1,1,1125,3.0
2792,2797,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,1.0
2793,2798,"Robert : Jeune pensionné, passionné de littérature...vous pourrez échanger avec lui  aussi longtemps que vous le souhaiterez. Il sait se taire si vous préférez une séance de massage  avec lui  !  Isabelle : Formatrice et praticienne en santé naturelle vous apportera un nouvel équilibre par une séance de reiki, sophro-relaxation ou de massage.  Nous aimons partager nos passions sans être envahissants et restons à l'écoute",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,60,4.0
2794,2799,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,30,4.0
2795,2800,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,30,4.0
2796,2801,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,365,4.0
2797,2802,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
2798,2803,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,15,4.0
2799,2804,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
2800,2805,Bonjour J'ai 35 ans et je souhaite mettre à disposition mes appartements pour vos vacances. Je vous propose des appartements bien équipés et un service de qualité N'hésitez pas à me contacter,within an hour,100%,7.0,7.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,15,4.0
2801,2806,"Nous sommes un couple de Bruxellois d'origine belge et espagnol. Nous aimons l'aventure du voyage, la decouverte et la rencontre des gens à travers tout cela.",within a day,100%,1.0,1.0,"email, phone, reviews, jumio",2,1,1125,2.0
2802,2807,"A young professional couple living in lovely Ixelles. We love travelling, discovering new places to eat and drink and meeting new people!  We would very much like to share our wonderful city with you.",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id, work_email",1,1,1125,3.0
2803,2808,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,3,8,1.0
2804,2809,,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,4,1125,2.0
2805,2810,,unknown,unknown,1.0,1.0,"email, phone",1,30,1125,1.0
2806,2811,I'm a 32 year old musician from Macedonia. After traveling for a long time I'm finally settling down in Brussels,within a few hours,100%,1.0,1.0,"email, phone, reviews",1,1,7,3.0
2807,2812,We are a family of four (two kids 5 years and 2  years old). We are french but we are living in Brussels since 8 years.,within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,90,3.0
2808,2813,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,1.0
2809,2814,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,360,1125,1.0
2810,2815,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,1.0
2811,2816,,within an hour,100%,1.0,1.0,"email, phone, manual_online, reviews, manual_offline, jumio",1,1,10,4.0
2812,2817,Young portuguese graduated in EHL in Switzerland and Washington DC - USA now living and working in Brussels. I love travelling and meet people from all around the world.,within a day,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,2.0
2813,2818,"Je viens de Liège, j'habite Bruxelles depuis 12 ans.  J'ai 36 ans. Je suis beau père de deux merveilleuses petites chiliennes de 7 et 12 ans. Je travaille dans le secteur du logement. J'aime la musique, et la danse.",unknown,unknown,1.0,1.0,"email, phone, facebook, reviews",4,2,14,1.0
2814,2819,"I am a freelance actor, director and writer. I like to travel a lot. I live in this beautiful house in the centre of Antwerp with my 2 up growing boys. We want to invite people who are also passionate about culture and travelling.",within a few hours,100%,1.0,1.0,"email, phone, reviews",1,1,1125,3.0
2815,2820,,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,2.0
2816,2821,"J'aime faire des voyages avec mon fils, rencontrer des gens, apprécier les differences, les goûts et les couleurs d'ailleurs... le faire grandir en lui montrant que nous sommes tous différents et pourtant tous on partage le même sol. On est curieux de tout, on a habités longtemps en Chine, en Suède, en Belgique...",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,4.0
2817,2822,"Sports: plongée sous-marine, vélo, ski // Sports: diving, cycling, skiing Passions: cuisine, musique classique, art contemporain // Hobbies: cooking, classical music, contemporary art Voyages: europe , asie , amérique; surtout France et Espagne // Travels: Europe, Asia, America; mostly France and Spain  Recevoir dans un superbe environnement est notre motto!  Hosting in a beautiful surroundings is our motto!",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id, work_email",2,2,15,4.0
2818,2823,I'm easy going and laid back.,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
2819,2824,,unknown,unknown,1.0,1.0,"email, phone, facebook, jumio, work_email",2,1,1125,1.0
2820,2825,,within a day,100%,2.0,2.0,"email, phone, reviews",1,2,1125,2.0
2821,2826,,within a day,100%,2.0,2.0,"email, phone, reviews",1,2,1125,2.0
2822,2827,"Born in Brussels in the 60's, I like old cars, motorcycles and vintage record players. I am an absolute fan of music and cinema. The room that I rent is my daughters', she uses it rarely as she is in a boarding school However it will of course be clean and sheets will be changed.",within a few hours,100%,1.0,1.0,"email, phone, reviews",1,3,30,3.0
2823,2828,,unknown,unknown,1.0,1.0,"phone, reviews",1,4,6,1.0
2824,2829,My name is the most common in Italy and my last name is beautiful flower! What else shall we say) let the facts speak!,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,1,1125,4.0
2825,2830,"Je suis musicien et professeur de musique, je vis à Bruxelles (St-Gilles). Il me plaît de beaucoup voyager, sans trop prévoir à l'avance. J'aime la musique, (jazz, pop, songs, latin, folk, classique etc...), la littérature, théâtre, cinéma, poésie.",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",1,3,14,3.0
2826,2831,,within a day,100%,1.0,1.0,"email, phone, reviews, jumio, work_email",1,2,1125,2.0
2827,2832,american designer living in antwerp,within a day,0-49%,1.0,1.0,"email, phone, facebook, jumio, government_id",1,2,1125,2.0
2828,2833,I am a student in Brussels and would like to host people around the world to share stories !,within an hour,100%,3.0,3.0,"email, phone, reviews, jumio, offline_government_id, sesame, selfie, government_id, identity_manual, sesame_offline",1,2,1125,4.0
2829,2834,I am a student in Brussels and would like to host people around the world to share stories !,within an hour,100%,3.0,3.0,"email, phone, reviews, jumio, offline_government_id, sesame, selfie, government_id, identity_manual, sesame_offline",1,1,7,4.0
2830,2835,I am a student in Brussels and would like to host people around the world to share stories !,within an hour,100%,3.0,3.0,"email, phone, reviews, jumio, offline_government_id, sesame, selfie, government_id, identity_manual, sesame_offline",1,2,1125,4.0
2831,2836,"Ik ben Ibrahim, middelste parel van mijn ouders. Mijn naam klinkt Arabisch maar ik ben Turks. Ik studeerde maatschappelijke advisering aan de KHL en studeer momenteel recht aan de universiteit van Antwerpen. Ik combineer mijn studies met een deeltijdse job op de luchthaven.  Ik spreek; NL - FR - TR - EN - PT  Mijn hobbies zijn reizen, fietsen, koken, zwemmen..  Ik ben verslaafd aan vintage spullen en pronkstukken uit de jaren zestig en zeventig...",within an hour,50-89%,1.0,1.0,"email, phone, reviews",1,1,1125,4.0
2832,2837,"Bonjour, L'accueil fait partie de nos priorités, la famille, les enfants, les amis, les hôtes... Nous avons à coeur d'ouvrir notre maison et notre table pour écouter, échanger, découvrir et faire découvrir.. Nous apprécions la bonne cuisine avec des produits de chez nous ou d'Italie en particulier, bios et de qualité. Nous aimons notre quartier vert et durable avec ses attraits exceptionnels, verger, potager, rucher... Voyager et communiquer dans d'autres langues est pour nous un plaisir , partir... ou rester mais toujours à la rencontre de l'autre.",within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",2,1,4,3.0
2833,2838,"From Southern Germany, workes for a blind expert on Digitising European Industry in the European Commission, interested in contemporary art, qigong (daoist tradition), gothic Cathedrals, Argentinian tango.",unknown,unknown,1.0,1.0,"email, phone, reviews",13,1,60,1.0
2834,2839,,a few days or more,0-49%,1.0,1.0,"email, phone, facebook, reviews",1,1,1125,0.0
2835,2840,"Infographiste, c'est la première fois que j' utilise Airbnb, j'aime bien le contact humain, j'espère avec cette aventure faire de belles rencontres humaines",a few days or more,0-49%,1.0,1.0,"email, phone, reviews, jumio",4,65,100,0.0
2836,2841,"Hi All! I am an Italian solitary wanderer currently living in Brussels! I love travelling, I am en hectic concerts/festivals attender, I like nature, seasons, laughing and enjoying each moment!",within a few hours,100%,1.0,1.0,"email, phone, reviews",1,2,1125,3.0
2837,2842,"Hi,  We are a young happy belgian family who loves to travel. While we're not home, we like to let other people enjoy our home and get a real Brussels experience.  Hope you will like it :-)  Christophe, Marie and Charles",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",4,1,1125,1.0
2838,2843,"My boyfriend and I just bought an appartment in Antwerp. We both work in the city and we have a lot of friends living nearby, so we just love it here. I love to travel, meet people, learn languages, go out with friends, read, walk, swim, ... Me and my boyfriend traveled a lot (mostly in South America) and we learnt to appreciate a ""warm"" style of lodging: when discovering a city, it's nice to have a cosy, private place nearby and it's even nicer when you  have people who give you tips about the place and do their best to make you feel at home. Experiences like that made our own trips richer, so we want to pass this on to other people. We are more familiar with couchsurfing than with Airbnb, but we think this might be more our thing. Let us find out!",within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio",2,1,2,2.0
2839,2844,,within a day,100%,1.0,1.0,"email, phone, reviews, jumio",1,3,30,2.0
2840,2845,"Rue des vétérinaires no 45,  boite (PHONE NUMBER HIDDEN) Bruxelles, Brussels Belgium",within an hour,50-89%,2.0,2.0,"email, phone, reviews",1,1,7,4.0
2841,2846,"Rue des vétérinaires no 45,  boite (PHONE NUMBER HIDDEN) Bruxelles, Brussels Belgium",within an hour,50-89%,2.0,2.0,"email, phone, reviews",1,1,30,4.0
2842,2847,,unknown,unknown,1.0,1.0,"email, phone",1,10,1125,1.0
2843,2848,"Actif et organisé, amoureux de Bruxelles et des belles choses la vie, passionné de découvertes et de voyages, je vous propose un cadre idéal et fonctionnel pour un séjour optimal à Bruxelles.",within a few hours,100%,1.0,1.0,"email, phone, reviews",1,2,1125,3.0
2844,2849,"I'm 100% pure Belgian. Born and raised in Brussels in a wonderfull family. Did some scouting till 18 years and then did several sports. I love Kiting, Squach, Golf, Mountin bike and since a couple of years I'm a Rugby Coach. But my real passion is advertising. I'm an Art Director who worked in several advertising agencies. Today I live in this beautiful apartment partly with my lovely children.  I love making new contacts. Meeting people. Learning new things.  If you plan to come over to my place I would just ask you to bring something from your country. I'll show you brussels but I would love to know everything from your place.  Hope to meet you soon.  Henry.",within an hour,100%,1.0,1.0,"email, phone, reviews",1,2,1125,4.0
2845,2850,"After 15 years working abroad, I have just made my native Brussels my new homebase !  Happy to be back, in a nice new appartment, I travel a fair amount and am always happy to have other citizens of the world and enthousiastic AirBnB'ers enjoy my place whilst away. New to AirBnB, I have just loved the interactions with first visitors, and am very keen to share my (many) do's and (very few) dont's in this vibrant multi-cultural European capital",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,12,4.0
2846,2851,"""Adventure is the best way to learn.""  Hi everyone, My name is Christel and this is my story: I come from the countryside of Belgium. You know...like a small time-stood-still-village where everybody knows everybody :) ? Well, the only way to get out of there once in a while is by going to my favorite city in Belgium, Antwerp.  The City. I like art, no I mean I LOVE art. Music, theatre, ballet, expositions, literature, performances,...are my sources of inspiration to be creative. I also love  Antwerp is both modern and authentic. It’s a city that moves. There are dozens of cultural activities every week. The food in the restaurants, even in the tiny bars are amazing. It’s ALL about exploring with all your senses.   About the apartment. My husband, my kids and I renovated this building a couple of years ago. I prefer to stay there once in a while, having some time for myself. That’s why we decided it to rent it on Airbnb. We’ve chosen for this neighborhood ‘cause it’s the most upcoming place in Antwerp. It’s on a foot walk from the centre and yet it’s different. It’s Antwerps most multicultural neigbourhood. Over 70 different nationalities! And they all have their own cultural traditions which are awesome to discover!  To my guests. Enjoy your time in Antwerp, they say it's the city of diamonds.  But for me it's the people who shine :) Leave a note, a comment or better...a story before you leave.  I love stories.",within an hour,100%,2.0,2.0,"email, phone, reviews",1,2,1125,4.0
2847,2852,"""Adventure is the best way to learn.""  Hi everyone, My name is Christel and this is my story: I come from the countryside of Belgium. You know...like a small time-stood-still-village where everybody knows everybody :) ? Well, the only way to get out of there once in a while is by going to my favorite city in Belgium, Antwerp.  The City. I like art, no I mean I LOVE art. Music, theatre, ballet, expositions, literature, performances,...are my sources of inspiration to be creative. I also love  Antwerp is both modern and authentic. It’s a city that moves. There are dozens of cultural activities every week. The food in the restaurants, even in the tiny bars are amazing. It’s ALL about exploring with all your senses.   About the apartment. My husband, my kids and I renovated this building a couple of years ago. I prefer to stay there once in a while, having some time for myself. That’s why we decided it to rent it on Airbnb. We’ve chosen for this neighborhood ‘cause it’s the most upcoming place in Antwerp. It’s on a foot walk from the centre and yet it’s different. It’s Antwerps most multicultural neigbourhood. Over 70 different nationalities! And they all have their own cultural traditions which are awesome to discover!  To my guests. Enjoy your time in Antwerp, they say it's the city of diamonds.  But for me it's the people who shine :) Leave a note, a comment or better...a story before you leave.  I love stories.",within an hour,100%,2.0,2.0,"email, phone, reviews",2,2,1125,4.0
2848,2853,,within a day,50-89%,1.0,1.0,"phone, reviews",1,2,1125,2.0
2849,2854,"We are a belgian family with 2 children, and this is the house where we live. We rent the house on Airbnb only the weeks we are on holiday. We love nature and nice atmosfeers. That's why we chose this place to live, at the border of the great ""Forêt de Soignes"". We couldn't live far away from everything, that's why we are only 2 steps far away from the center city. We love to share a good glass of wine with our friends, or to go for a hike in the forest. We also do a lot of activites with our children. We listen to jazz music and actual music, and our favorite filmakers are Clint Eastwood, and Jacques Audiard. One of the trips outside Brussels we love to do, is to go to the sea, at the border between France en Belgium: the beach is wild and facing a natural reserve. When we travel, we like to stay in a calm and confortable place, with old stones, and within a great nature. We appreciate if the host let us maps and informations about what to do in the area. It's even better if the host is there, and if we can have a nice discussion, and for instance share a local product. Nous sommes une famille belge avec 2 enfants et nous vivons dans cette maison que nous ne louons que 3 semaines, pendant que nous sommes en vacances. Nous aimons la nature, voilà pourquoi nous avons acheté cette maison au bord de la merveilleuse Forêt de Soignes. Nous ne pourrions pas vivre loin de tout, c'est pourquoi nous habitons près du centre ville de Bruxelles. Nous aimons partager un bon verre de vin avec nos amis ou partir en ballade en forêt. Nous faisons aussi beaucoup d'activités avec nos enfants. Nous écoutons du jazz ou de la musique actuelle et nos réalisateurs préférés sont Clint Eastwood et Jacques Audiard. L'une des escapades qu'on adore, c'est d'aller à la mer, à la frontière entre la Belgique et la France, où les plages sont sauvages face à u!ne réserve naturelle. Quand nous voyageons, nous aimons nous retrouver dans un endroit calme et confortable, dans de vieilles pierres, et une nature magnifique sur place.. Nous aimons que notre hôte nous ait laissé des cartes et indications sur les choses à faire et à voir. C'est encore mieux si nous pouvons le rencontrer et avoir une belle discussion, ou échanger des produits locaux.",unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
2850,2855,,within an hour,100%,1.0,1.0,"email, phone, reviews",1,1,1125,4.0
2851,2856,,within a day,100%,1.0,1.0,"email, phone, reviews",1,5,1125,2.0
2852,2857,,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,2.0
2853,2858,"Jeune musicienne, active dans le secteur culturel, toujours envieuse de nouvelles rencontres, et ouvertes à toutes discutions.  Je vous accueil avec plaisir dans mon petit appartement que je partage avec mon meilleur ami, Nicolas, lui aussi actif dans le secteur culturel.  A bientôt ! :)",within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,10,2.0
2854,2859,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",2,1,1125,1.0
2855,2860,,unknown,unknown,1.0,1.0,"phone, facebook, reviews",1,1,8,1.0
2856,2861,"Je suis juriste et coach sportive. Ayant un bel espace pour vivre, ce serait dommage de ne pas le partager avec ceux qui sont de passage dans notre capitale, que ce soit pour quelques jours ou une période de découverte un peu plus longue. A bientôt, en forme!",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,3.0
2857,2862,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,1.0
2858,2863,Frenchman living in Brussels for 5 years. Host on Airbnb mainly for the pleasure to welcome and the opportunity to meet people.,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, work_email",2,1,10,4.0
2859,2864,"Mère de famille, enthousiaste et adore voyager. J'aime la ville de Bruxelles à la fois calme et animée cette ville offre toujours des nouveautés à découvrir. On y trouve de nombreuses expositions, de bons restaurants et de très belles promenades.",within a few hours,50-89%,2.0,2.0,"email, phone, reviews",1,1,1000,3.0
2860,2865,"Mère de famille, enthousiaste et adore voyager. J'aime la ville de Bruxelles à la fois calme et animée cette ville offre toujours des nouveautés à découvrir. On y trouve de nombreuses expositions, de bons restaurants et de très belles promenades.",within a few hours,50-89%,2.0,2.0,"email, phone, reviews",1,1,1125,3.0
2861,2866,"I am a belgian school teacher from Brussels. I am 31 years old. I speak french and english. I am used to travel. I have been traveling in south east Asia for 6 months and I done a year trip in New Zealand cycling around both islands. I have taught in Burkina Faso as well as in Sri Lanka for shorts periods. I like taking pictures, drama and read. I like writing, I am in a project writing children's books. I enjoy nature, hiking and cycling but I love city trips  visiting architecture and art museums  also. …",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",1,3,1125,3.0
2862,2867,Plutôt cool et optimiste :),within a day,100%,1.0,1.0,"email, reviews",2,2,1125,2.0
2863,2868,,within a day,100%,1.0,1.0,"email, phone, facebook, reviews",1,1,1125,2.0
2864,2869,"I grew up in open houses and I'm delighted to share the house that I love with people who will appreciate its warmth and cosiness.  I'm a free-lance interpreter working mainly for the EU in Brussels.  I was born in Chile, grew up in Germany and Spain and have stayed for longer periods in many countries, including the US and Syria. In Brussels this is the run of the mill. That's maybe why it feels so much like home.  I have a passion for sailing (especially the Greek islands), creating beautiful images and tasty flavours and dancing to latin rhythms.  I love big open spaces and nature in general, be it in the ocean or the wilderness.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,1,45,4.0
2865,2870,,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,1,15,1.0
2866,2871,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",2,2,1125,4.0
2867,2872,"Hello,  I'm a young woman living and working in Brussels, a city I know very well and enjoy very much!  I am a regular user of Airbnb and look forward to hosting in Brussels!",within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,2,5,2.0
2868,2873,,within a day,0-49%,1.0,1.0,"email, phone, reviews",1,5,1125,2.0
