property_id,Dutch,English,French,Germany,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,[24-hourcheck-in,accessible-heightbed,airconditioning,babybath,babymonitor,babysitterrecommendations,bathtub,bbqgrill,beachessentials,bedlinens,breakfast,buzzer/wirelessintercom,cabletv,carbonmonoxidedetector,cat(s),changingtable,children’sbooksandtoys,children’sdinnerware,cleaningbeforecheckout,coffeemaker,cookingbasics,crib,disabledparkingspot,dishesandsilverware,dishwasher,dog(s),doorman,doormanentry,dryer,elevatorinbuilding,essentials,ethernetconnection,extrapillowsandblankets,family/kidfriendly,fireextinguisher,fireplaceguards,firmmatress,firstaidkit,flatsmoothpathwaytofrontdoor,freeparkingonpremises,freeparkingonstreet,gameconsole,gardenorbackyard,grab-railsforshowerandtoilet,gym,hairdryer,hangers,heating,highchair,hottub,hotwater,indoorfireplace,internet,iron,keypad,kitchen,laptopfriendlyworkspace,lockbox,lockonbedroomdoor,longtermstaysallowed,luggagedropoffallowed,microwave,otherpet(s),outletcovers,oven,pack’nplay/travelcrib,pathtoentrancelitatnight,patioorbalcony,petsallowed,petsliveonthisproperty,pocketwifi,pool,privatebathroom,privateentrance,privatelivingroom,refrigerator,roll-inshowerwithshowerbenchorchair,room-darkeningshades,safetycard,selfcheck-in,shampoo,singlelevelhome,smartlock,smokedetector,smokingallowed,stairgates,step-freeaccess,stove,suitableforevents,tablecornerguards,translationmissing:en.hosting_amenity_49,translationmissing:en.hosting_amenity_50,tv,washer,washer/dryer,wheelchairaccessible,wideclearancetobed,wideclearancetoshowerandtoilet,widedoorway,widehallwayclearance,windowguards,wirelessinternet],property_scraped_at_host_since,property_last_updated,host_location_belgium_brussels,host_location_belgium_flanders,host_location_belgium_other_regions,host_location_other_countries,host_response_rate,host_nr_listings,host_nr_listings_total,booking_price_covers,booking_min_nights,booking_max_nights,property_beds,responsetime_code,logic_host_verified,extra_beds,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Profile Picture,Require Guest Phone Verification,None,target,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,reviews_num,reviews_last,reviews_rating,booking_cancel_policy
2881,FALSE,TRUE,FALSE,FALSE,0,0,1,1,0,1,0.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1778,7,0,0,1,0,100,2,2,1,6,1125,1,2,TRUE,0,10,9,10,9,10,9,0.48,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,55,0,0,0,194,14,153,96,2
2882,TRUE,FALSE,FALSE,FALSE,14,1,2,1,1,1,0.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,7,0,0,1,0,100,2,2,1,2,1125,1,2,TRUE,1,9,10,10,10,9,9,1.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,254,50,19,94,2
2883,TRUE,FALSE,FALSE,FALSE,0,0,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,817,21,0,1,0,0,0,1,1,1,2,1125,1,4,FALSE,1,10,9,10,10,9,9,0.66,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,0,10,40,315,4,69,95,3
2884,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,2.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,812,5,1,0,0,0,90,1,1,1,3,1125,2,1,FALSE,3,9,9,10,10,10,7,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130,0,0,0,0,2,11,100,3
2885,FALSE,FALSE,TRUE,FALSE,0,0,2,1,0,0,2.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,813,21,1,0,0,0,100,2,2,1,7,1125,1,3,FALSE,1,9,10,10,9,9,8,0.11,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75,18,18,46,46,3,382,73,3
2886,FALSE,FALSE,TRUE,FALSE,0,1,2,1,1,0,1.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,813,450,1,0,0,0,92.06158125,2,2,1,1,1125,1,0,FALSE,1,10,8,10,10,10,10,0.11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,100,0,0,0,0,2,527,80,3
2887,FALSE,FALSE,TRUE,FALSE,0,1,2,1,1,0,1.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,813,450,1,0,0,0,92.06158125,2,2,1,1,1125,1,0,FALSE,1,6,4,10,10,6,6,0.06,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57,0,0,0,0,1,504,80,3
2888,TRUE,FALSE,FALSE,FALSE,0,0,3,1,1,1,2.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,816,0,0,1,0,0,100,1,1,1,2,1125,1,1,FALSE,2,9,9,10,10,8,9,2.15,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,35,0,10,40,315,43,38,90,1
2889,FALSE,TRUE,FALSE,FALSE,14,0,6,1.5,3,1,2.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,816,28,0,1,0,0,100,1,1,1,2,1125,3,3,TRUE,5,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,4,12,37,217,0,17298,93.66666667,2
2890,FALSE,FALSE,TRUE,FALSE,0,0,3,1,2,0,3.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,480,1,0,0,0,92.06158125,1,1,1,7,31,2,0,FALSE,2,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65,0,0,0,0,0,17295,98.66666667,2
2891,FALSE,FALSE,TRUE,FALSE,0,0,16,2,2,0,1.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,813,0,1,0,0,0,100,4,4,6,1,1125,12,1,FALSE,10,10,10,10,10,10,9,1.01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,37,9,23,51,326,13,22,95,1
2892,FALSE,FALSE,TRUE,FALSE,0,0,10,1,2,0,1.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,812,240,1,0,0,0,100,4,4,4,2,1125,4,1,FALSE,6,9,9,10,10,10,9,0.76,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68,0,0,0,0,20,560,92,1
2893,FALSE,FALSE,TRUE,FALSE,0,0,10,1,1,0,1.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,813,0,1,0,0,0,100,4,4,2,1,1125,1,1,FALSE,8,10,10,10,10,10,10,4.15,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,150,9,14,39,181,101,5,95,1
2894,FALSE,FALSE,TRUE,FALSE,0,0,10,1,1,0,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,812,4,1,0,0,0,100,4,4,2,1,1125,1,1,FALSE,8,10,9,10,10,10,9,3.74,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,139,5,17,39,182,70,3,95,1
2895,FALSE,TRUE,FALSE,FALSE,0,1,2,1.5,1,0,2.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,812,49,1,0,0,0,70,1,1,1,1,1125,1,3,FALSE,1,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,0.19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40,0,0,0,0,1,156,98.66666667,3
2896,FALSE,FALSE,TRUE,FALSE,14,0,7,1,4,0,3.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,812,7,0,0,0,1,70,1,1,5,3,1125,5,3,TRUE,2,9,8,10,9,7,8,0.75,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80,1,2,20,20,4,23,80,2
2897,FALSE,FALSE,TRUE,FALSE,0,0,2,1,1,0,4.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,811,14,1,0,0,0,100,1,1,1,2,30,1,2,FALSE,1,10,9,10,10,9,10,3.13,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90,4,18,31,122,82,11,95,2
2898,FALSE,TRUE,FALSE,FALSE,0,0,4,1,1,1,0.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,815,28,0,1,0,0,100,1,1,1,2,1125,1,2,FALSE,3,10,10,10,10,10,10,0.41,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,5,5,5,12,5,159,100,3
2899,FALSE,FALSE,TRUE,FALSE,0,0,2,1.5,1,0,0.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,812,120,1,0,0,0,92.06158125,2,2,2,2,1125,1,0,TRUE,0,10,9,10,10,10,10,0.64,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,54,0,0,0,0,5,170,100,2
2900,FALSE,FALSE,TRUE,FALSE,0,0,2,1,1,0,0.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,812,120,1,0,0,0,92.06158125,2,2,1,2,1125,1,0,TRUE,1,8,6,8,8,8,6,0.23,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,129,0,0,0,0,1,128,80,3
2901,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,1.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,812,7,0,0,0,1,89,1,1,1,1,3,2,2,FALSE,3,10,10,10,10,9,10,0.63,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,30,26,56,86,86,4,128,100,3
2902,FALSE,FALSE,TRUE,FALSE,0,1,2,2,1,0,4.56,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,812,90,1,0,0,0,0,2,2,1,2,1125,1,4,FALSE,1,9,9,9,10,9,9,1.29,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,121,0,0,0,0,23,223,86,2
2903,FALSE,TRUE,FALSE,FALSE,0,0,4,1,0,0,0.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,2,1,1125,2,2,FALSE,2,9,10,9,9,10,10,0.51,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,95,0,0,0,35,3,29,100,2
2904,FALSE,TRUE,FALSE,FALSE,0,0,4,1,0,0,0.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,1,0,96,93,93,2,2,1125,2,2,FALSE,2,10,10,10,8,9,9,0.47,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75,16,43,62,335,3,78,100,2
2905,FALSE,TRUE,FALSE,FALSE,0,0,4,1,0,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,1,0,96,93,93,2,2,1125,2,2,FALSE,2,10,10,9,8,9,9,0.34,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,18,36,66,339,4,132,80,2
2906,FALSE,TRUE,FALSE,FALSE,0,0,4,1,0,0,0.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,1,0,96,93,93,2,1,1125,2,2,FALSE,2,5,9,8,9,10,8,0.17,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,240,16,34,59,327,2,43,80,2
2907,FALSE,FALSE,TRUE,FALSE,0,0,6,2,2,0,1.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,1,0,96,93,93,4,1,1125,3,2,FALSE,2,10,10,10,9,10,10,0.98,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,65,1,4,21,296,13,41,97,2
2908,FALSE,FALSE,TRUE,FALSE,0,0,6,1,2,0,1.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,4,1,1125,3,2,FALSE,2,9,10,9,9,9,9,0.61,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,11,37,66,325,7,63,91,2
2909,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,1.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,2,1,1125,2,2,FALSE,2,9,9,10,9,9,9,0.24,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,4,10,40,314,3,177,93,2
2910,FALSE,FALSE,TRUE,FALSE,0,0,6,1,2,0,1.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,4,1,1125,3,2,FALSE,2,10,10,10,10,9,9,0.79,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,13,27,51,321,7,22,94,2
2911,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,1.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,2,1,1125,2,2,FALSE,2,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,90,16,36,64,339,0,17295,93.66666667,2
2912,FALSE,FALSE,TRUE,FALSE,0,0,6,2,2,0,1.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,4,1,1125,3,2,FALSE,2,10,10,10,9,10,9,0.38,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,99,7,24,43,312,4,67,95,2
2913,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,2,1,1125,2,2,FALSE,2,10,10,10,10,10,10,0.25,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,169,7,20,50,323,1,118,100,2
2914,FALSE,FALSE,TRUE,FALSE,0,0,6,2,2,0,1.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,0,1,0,96,93,93,4,1,1125,3,2,FALSE,2,9,8,7,8,9,9,0.58,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,12,28,33,276,7,205,86,2
