property_id,property_zipcode,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance
3301,2000,0,2,2,1.0,1.0,1,0.33
3302,1180,14,1,2,1.0,1.0,9,3.23
3304,1020,0,0,4,1.0,1.0,5,3.06
3305,1190,0,0,2,1.0,0.0,9,0.78
3306,1050,0,1,2,1.0,1.0,4,0.38
3307,1060,0,1,2,1.0,1.0,9,1.09
3308,1040,0,0,3,2.0,3.0,7,0.61
3309,1180,1,1,2,1.0,1.0,9,2.02
3310,1050,0,0,2,1.0,1.0,4,0.99
3311,1050,0,1,2,1.0,2.0,4,1.09
3312,1190,0,0,4,1.0,1.0,9,1.47
3313,1190,0,0,4,1.0,1.0,9,1.45
3314,1060,0,1,6,2.0,1.0,9,1.35
3315,1030,20,1,2,1.0,1.0,0,1.78
3316,1190,0,0,2,1.0,1.0,9,0.59
3317,1050,0,0,4,1.0,1.0,7,0.91
3318,1030,14,1,4,1.0,1.0,0,1.62
3319,1050,0,0,2,1.0,1.0,4,0.8
3320,2000,0,0,2,1.0,1.0,1,0.42
3321,1000,0,1,2,1.0,1.0,2,0.73
3322,1090,14,0,2,1.0,0.0,5,0.54
3323,1040,0,1,2,1.5,1.0,7,1.7
3324,1160,14,1,3,1.0,1.0,3,2.18
3325,1000,0,0,4,1.0,1.0,2,0.57
3326,2000,0,0,2,1.0,0.0,1,1.03
3327,1090,0,1,2,1.0,1.0,5,0.95
3328,1000,0,0,4,1.0,1.0,2,0.67
3329,1060,0,0,2,1.0,1.0,9,0.59
3330,1180,0,0,4,1.0,1.0,9,2.17
3331,2000,15,0,4,1.0,1.0,1,0.44
3332,1000,0,1,4,1.0,1.0,2,0.25
3333,1050,0,0,3,1.0,2.0,4,0.71
3334,1030,0,1,1,1.5,1.0,2,2.23
3335,1050,0,0,5,1.5,2.0,4,0.71
3336,1050,0,1,2,1.0,1.0,4,0.55
3337,1050,0,1,2,1.0,1.0,4,0.72
3338,1030,0,0,4,1.0,1.0,0,1.44
3339,1160,0,0,2,1.0,1.0,3,2.6
3340,1190,0,0,2,1.0,1.0,9,1.05
3341,2000,0,0,2,1.0,1.0,1,0.33
3342,1070,14,1,2,1.0,1.0,8,2.55
3343,1090,14,0,4,1.0,1.0,5,0.52
3344,1190,0,1,2,1.0,1.0,9,0.6
3345,1000,0,0,4,1.0,1.0,2,0.13
3346,1000,0,0,2,1.0,0.0,0,1.11
3347,1080,0,0,4,1.0,2.0,2,1.01
3348,1210,0,0,4,1.0,1.0,0,0.97
3349,2000,0,0,5,1.0,0.0,1,0.37
3350,1000,0,0,4,1.0,1.0,2,0.79
3351,1000,0,1,1,1.0,1.0,7,1.81
3352,1000,1,1,2,1.0,1.0,7,1.87
3353,1000,0,0,6,1.0,2.0,7,1.84
3354,1030,0,0,4,1.0,2.0,0,0.89
3355,1060,0,0,8,2.0,3.0,4,0.97
3356,1060,0,0,6,3.0,3.0,4,0.95
3357,1000,0,0,2,1.0,1.0,2,0.25
3358,1000,0,0,4,1.0,1.0,2,0.2
3359,1000,0,0,2,1.0,1.0,4,1.54
3360,1000,0,0,2,1.0,1.0,2,0.75
3361,1030,0,0,2,1.0,1.0,0,0.71
3362,1210,0,0,2,1.0,1.0,0,0.28
3363,1050,0,0,2,1.0,1.0,7,1.49
3364,1040,0,0,2,1.0,1.0,7,1.15
3365,2100,20,0,2,1.0,0.0,6,2.26
3366,1050,0,0,2,1.0,0.0,4,1.02
3367,1160,0,1,2,1.0,1.0,7,0.8
3368,1060,0,1,2,2.0,1.0,9,0.23
3369,1060,0,0,3,1.0,1.0,9,1.03
3370,2000,0,1,2,1.0,1.0,1,0.47
3371,2018,14,0,6,1.0,3.0,6,0.43
3372,2018,0,0,4,1.0,2.0,6,0.39
3373,2018,0,0,4,1.0,1.0,6,0.41
3374,2018,14,0,4,1.0,2.0,6,0.42
3375,1000,0,0,4,1.0,1.0,0,0.86
3376,1000,0,0,2,1.0,0.0,0,0.87
3378,1050,0,0,3,1.0,1.0,7,0.76
3379,2140,1,1,3,1.0,1.0,6,0.91
3380,2140,1,1,4,1.0,1.0,6,1.02
3381,2140,14,0,10,2.0,5.0,6,0.9
3382,1060,0,0,6,1.0,1.0,9,0.99
3383,1040,14,1,2,1.0,1.0,7,1.03
3384,1000,0,0,4,1.0,1.0,2,0.24
3385,1050,0,0,2,1.0,0.0,4,1.09
3386,1050,0,0,2,1.0,1.0,4,0.66
3387,1140,0,1,1,2.0,1.0,0,1.97
3388,1060,0,0,4,1.0,1.0,9,1.13
3389,1050,1,1,2,1.0,1.0,4,0.22
3390,1190,14,1,1,1.0,1.0,9,0.41
3391,1190,14,1,1,1.0,1.0,9,0.29
3392,1210,0,0,4,1.0,1.0,0,1.04
3393,1060,0,0,2,1.0,1.0,4,1.11
3394,2140,14,1,2,1.0,1.0,6,0.94
3395,1060,0,0,4,1.0,0.0,9,1.48
3397,1050,0,0,6,1.0,2.0,4,0.96
3398,1060,0,0,6,2.0,2.0,4,0.86
3399,1060,0,0,4,1.0,1.0,4,0.79
3400,1060,0,0,2,1.0,0.0,4,0.73
3401,1060,0,0,6,2.0,2.0,4,0.83
3402,1000,0,0,6,2.0,2.0,2,0.53
3403,1000,0,0,6,2.0,2.0,0,0.87
3404,1000,0,0,4,1.0,1.0,4,1.26
3405,1000,0,0,6,2.0,2.0,2,0.62
3406,1000,0,0,6,2.0,2.0,2,0.6
3407,1000,0,0,6,2.0,2.0,2,0.55
3408,1000,0,0,4,1.0,1.0,0,0.82
3409,1000,0,0,4,1.0,1.0,0,0.98
3410,1000,0,0,4,1.0,1.0,0,0.82
3411,1000,0,0,4,1.0,1.0,4,1.1
3412,1000,0,0,4,1.0,1.0,4,1.21
3413,1000,0,0,4,1.0,1.0,4,1.27
3414,1000,0,0,6,1.0,2.0,4,1.13
3415,1060,0,0,2,1.0,0.0,4,0.8
3416,1060,0,0,4,1.0,1.0,4,0.64
3417,1060,0,0,4,1.0,1.0,4,0.63
3418,1060,0,0,4,1.0,1.0,4,0.77
3419,1060,0,0,2,1.0,1.0,4,0.61
3420,1200,1,1,2,1.0,1.0,3,1.58
3421,1050,14,1,1,2.0,1.0,4,0.37
3422,1050,0,0,4,1.0,1.0,4,1.32
3423,1040,0,0,2,1.0,1.0,7,1.32
3424,1180,0,0,2,1.0,1.0,9,1.13
3425,1050,0,0,6,3.5,3.0,4,1.0
3427,1190,0,1,1,2.0,1.0,9,0.75
3428,1190,0,0,1,1.0,0.0,9,0.82
3429,1190,14,1,2,2.0,1.0,9,0.81
3430,1190,14,1,2,2.0,1.0,9,0.83
3431,1050,0,1,1,1.0,1.0,4,0.22
3432,1050,0,1,1,1.0,1.0,4,0.19
3433,2018,0,0,2,1.0,1.0,1,0.92
3434,1000,0,0,4,1.0,1.0,0,1.13
3435,1210,0,0,3,1.0,1.0,0,0.46
3436,1000,0,0,4,1.0,2.0,2,1.18
3437,1030,0,1,2,1.0,1.0,0,0.93
3438,1150,0,1,2,1.0,1.0,3,1.0
3439,1040,16,0,5,1.5,3.0,7,1.21
3440,1050,0,0,5,1.0,2.0,4,1.29
3441,1060,0,0,4,1.0,2.0,9,0.76
3442,1040,14,0,2,1.0,1.0,7,0.61
3443,1180,14,0,10,1.5,3.0,9,2.72
3444,1030,0,1,1,1.0,1.0,0,1.11
3445,2000,8,0,3,1.0,3.0,1,2.17
3446,1080,0,0,4,1.0,2.0,5,1.67
3447,1000,14,1,2,1.0,1.0,0,0.92
3448,1070,0,0,3,1.0,1.0,8,1.94
3449,1000,0,0,4,1.0,0.0,4,0.63
3450,1050,0,1,2,1.0,1.0,4,0.34
3451,1050,14,1,2,1.0,1.0,4,0.56
3452,1000,0,0,3,1.5,2.0,2,0.54
3453,1060,0,0,2,1.0,1.0,9,1.16
3454,1050,0,1,2,1.0,1.0,9,1.02
3455,1040,0,0,2,1.0,1.0,7,0.34
3456,1050,0,0,4,1.0,1.0,4,0.29
3457,1050,14,0,4,1.0,2.0,4,0.44
3458,2000,0,0,3,1.0,1.0,1,1.08
3459,1000,14,1,1,1.0,1.0,0,0.84
3460,1000,14,1,2,1.0,1.0,0,1.14
3461,2140,14,0,2,1.0,1.0,6,0.56
3462,1050,0,0,4,1.0,1.0,4,0.9
3463,2018,0,0,3,1.0,1.0,1,0.82
3464,1050,0,0,3,1.5,2.0,4,0.84
3465,1020,0,1,2,1.0,1.0,5,2.76
3466,1050,0,1,2,1.0,1.0,4,1.26
3467,1060,0,0,2,1.0,1.0,9,0.4
3468,1030,0,1,1,1.0,1.0,0,1.14
3469,1083,0,0,4,1.0,1.0,5,1.5
3470,1000,0,0,3,1.0,1.0,2,0.88
3471,1030,0,0,4,1.0,1.0,0,0.58
3472,2000,0,0,4,1.0,0.0,1,1.04
3473,1000,0,0,5,1.0,1.0,2,0.4
3474,1040,0,0,2,1.0,1.0,7,0.91
3475,2000,0,0,2,1.0,0.0,1,1.0
3476,1060,0,1,2,1.0,1.0,9,0.79
3477,1060,0,0,6,1.0,2.0,4,0.9
3478,1050,0,0,2,1.0,1.0,4,1.14
3479,1070,0,0,4,1.0,2.0,2,0.99
3480,1080,0,0,2,1.0,1.0,2,1.5
3481,2600,0,0,2,1.0,1.0,1,2.36
3482,1030,14,0,6,2.0,3.0,0,0.5
3483,1030,14,1,2,1.0,1.0,0,0.53
3484,2060,14,0,3,1.0,1.0,6,1.42
3485,1000,0,0,2,1.0,1.0,2,0.65
3486,1060,0,0,4,1.0,2.0,9,1.05
3487,1000,0,0,4,1.0,2.0,2,0.74
3488,1000,0,0,2,1.0,1.0,2,0.86
3489,1000,20,0,2,1.0,1.0,2,0.84
3490,1000,0,0,2,1.0,1.0,2,1.03
3491,1030,0,0,2,1.0,1.0,0,0.93
3492,1190,0,0,6,2.0,2.0,9,0.11
3494,1180,0,1,2,1.0,1.0,4,1.94
3495,1020,0,1,4,1.0,1.0,5,1.59
3496,1050,0,0,2,1.0,1.0,4,0.66
3497,2018,8,0,4,1.0,0.0,1,0.51
3499,1210,0,0,2,1.5,1.0,0,0.55
3500,2018,20,1,1,1.0,1.0,6,1.69
3501,2018,20,1,2,1.0,1.0,6,1.65
3502,1190,0,0,2,1.0,1.0,9,0.1
3503,1000,0,1,2,1.0,1.0,2,0.16
3504,1000,0,0,2,1.0,0.0,4,0.66
3505,1000,0,0,4,1.0,0.0,2,0.47
3506,1050,0,0,2,1.0,0.0,7,0.63
3507,1020,0,1,1,1.5,1.0,5,1.33
3508,1040,0,0,3,1.0,1.0,7,1.08
3509,1050,0,0,4,1.0,0.0,4,0.06
3510,1000,14,0,10,2.0,5.0,2,0.74
3511,1140,0,1,2,1.5,1.0,0,1.75
3512,1060,0,0,4,1.0,1.0,9,0.22
3513,2000,0,0,4,1.0,1.0,1,0.81
3514,1030,0,0,2,1.0,1.0,0,0.44
3515,1200,14,1,1,1.0,1.0,3,1.76
3516,1190,0,1,2,1.0,1.0,9,0.57
3517,2000,0,0,2,1.0,1.0,1,0.44
3518,1050,0,1,2,1.0,1.0,4,0.65
3519,1190,0,1,2,1.0,1.0,9,0.56
3520,1000,14,0,6,3.0,3.0,2,0.85
3521,1190,0,1,2,1.0,1.0,9,1.21
3522,1050,14,0,4,1.0,2.0,4,0.67
3523,1180,0,1,2,1.0,1.0,9,1.47
3524,1180,0,0,2,1.0,0.0,4,1.9
3525,1180,12,1,2,1.0,1.0,4,5.87
3526,1060,14,1,2,1.0,1.0,9,0.69
3527,1050,14,1,2,2.0,1.0,7,1.9
3528,2018,0,0,2,1.0,1.0,1,0.88
3529,2000,0,0,4,1.5,1.0,1,0.65
3530,1180,0,0,2,1.0,0.0,9,1.33
3531,1050,0,0,5,2.0,2.0,4,0.5
3532,1050,0,1,2,1.0,1.0,4,0.49
3533,1050,0,1,2,1.0,1.0,4,0.98
3534,1060,0,1,3,1.0,3.0,9,0.9
3535,1000,20,2,2,1.0,1.0,0,0.83
3536,1000,20,0,8,2.0,4.0,0,0.9
3537,1000,0,0,2,1.0,0.0,2,1.06
3538,1040,0,1,2,2.0,1.0,7,1.12
3539,1050,14,0,2,1.0,0.0,4,0.71
3540,1000,0,0,2,1.0,1.0,2,1.05
3541,1030,0,1,2,1.0,1.0,0,1.45
3542,1050,0,1,2,1.0,1.0,4,1.15
3543,2000,0,0,2,1.5,1.0,1,1.0
3544,1050,0,0,2,1.0,1.0,4,0.74
3545,1000,0,0,4,1.0,0.0,0,0.88
3546,2018,0,0,2,1.0,1.0,1,1.42
3547,1190,0,0,3,1.0,2.0,9,0.6
3549,1000,15,0,4,1.0,1.0,2,0.44
3550,2600,0,1,2,1.0,1.0,6,2.95
3551,1050,0,0,5,1.0,2.0,4,1.26
3552,2000,0,0,2,1.0,1.0,1,0.28
3553,1180,14,1,2,1.5,1.0,9,3.81
3554,1081,14,1,4,1.0,2.0,5,1.46
3555,1180,14,1,2,1.5,1.0,9,3.82
3556,1180,14,1,2,1.5,1.0,9,3.72
3557,1090,16,0,3,1.0,2.0,5,0.97
3558,1160,0,1,1,1.0,1.0,7,1.38
3559,1030,0,1,2,1.0,1.0,0,1.04
3560,1050,0,0,2,1.0,1.0,4,1.04
3561,1180,0,0,6,3.0,3.0,9,2.98
3562,1000,0,0,2,1.0,0.0,0,1.07
3563,1060,0,1,3,1.0,1.0,2,1.6
3564,2660,14,0,8,1.0,4.0,1,4.17
3565,2000,14,0,4,2.0,2.0,1,0.68
3566,2140,14,0,7,1.5,4.0,6,0.26
3567,2140,20,1,2,1.5,1.0,6,0.41
3568,2140,20,1,1,1.5,1.0,6,0.29
3569,2140,20,1,2,1.5,1.0,6,0.5
3570,1000,0,0,2,1.0,1.0,2,0.69
3571,1000,14,1,2,1.0,1.0,0,1.21
3572,1000,0,0,2,1.0,0.0,4,0.52
3573,2018,0,0,2,1.0,1.0,1,1.44
3574,2000,0,0,2,1.0,1.0,1,0.37
3575,1070,0,0,4,1.0,1.0,8,1.83
3576,1140,0,1,1,1.0,1.0,0,2.07
3577,1150,14,1,1,1.0,1.0,3,1.87
3578,1060,0,0,4,1.0,1.0,9,0.96
3579,2140,15,0,4,1.0,0.0,6,0.76
3580,1050,0,0,3,1.0,1.0,4,0.73
3581,2018,0,0,4,2.0,2.0,1,0.85
3582,1150,0,1,2,2.0,1.0,3,0.72
3583,1180,0,0,2,1.0,0.0,4,2.2
3584,1081,0,1,2,1.0,1.0,5,1.24
3585,1050,0,1,2,1.0,1.0,4,0.4
3586,1050,0,1,2,1.5,1.0,4,0.34
3587,2140,0,0,2,1.0,1.0,6,0.33
3588,2100,14,1,2,1.5,1.0,6,2.89
3589,1170,0,1,2,1.0,1.0,7,3.2
3590,1060,0,1,2,0.5,1.0,9,0.88
3591,1000,0,0,3,1.0,1.0,2,0.37
3592,1070,0,1,2,1.0,1.0,9,1.68
3593,1000,0,0,2,1.0,0.0,2,0.61
3594,1040,1,1,1,1.0,1.0,7,0.4
3595,1170,14,1,1,1.0,1.0,7,1.56
3596,1170,14,1,2,1.0,1.0,7,1.68
3597,1170,14,0,6,1.0,3.0,7,1.6
3598,1170,14,1,2,1.0,1.0,7,1.69
3599,1060,0,0,5,1.0,4.0,9,0.4
3600,1060,0,0,5,1.0,1.0,9,0.57
3601,1050,0,0,4,2.0,2.0,7,1.01
3602,1180,21,0,8,3.5,4.0,4,3.54
3603,1180,0,0,2,1.0,0.0,4,3.6
3604,1050,0,0,2,1.0,1.0,4,0.76
3605,1020,0,0,2,1.0,1.0,5,2.08
3606,1000,0,0,2,1.0,1.0,2,1.09
3607,1180,14,0,4,1.0,1.0,9,3.28
3608,1000,0,1,2,1.0,1.0,2,0.54
3609,1000,0,0,2,1.0,1.0,2,0.19
3610,1030,0,0,4,1.0,1.0,0,0.81
3611,2000,0,1,1,1.0,1.0,1,0.82
3613,1150,0,0,2,1.0,2.0,3,2.47
3614,1060,14,0,4,1.5,3.0,9,0.98
3615,1040,0,1,2,1.0,1.0,7,1.37
3616,1000,0,0,4,1.0,2.0,0,0.24
3617,2018,0,0,4,1.0,1.0,1,1.25
3618,1180,0,0,3,1.5,2.0,9,1.36
3619,1060,0,1,1,1.0,1.0,9,1.18
3620,1060,0,1,2,1.0,1.0,9,1.25
3621,1060,0,1,2,1.0,1.0,9,0.96
3622,1040,0,0,4,1.0,1.0,7,1.25
3623,1060,0,0,2,1.0,0.0,9,1.08
3624,2050,0,0,4,1.0,2.0,1,1.31
3625,2060,14,1,2,1.0,1.0,6,0.87
3626,2060,14,1,2,1.0,1.0,6,0.85
3627,1060,0,0,4,1.0,1.0,9,0.9
3628,1050,0,0,2,1.0,1.0,4,1.06
3629,1000,0,0,2,1.0,0.0,0,0.65
3630,1000,0,0,4,1.0,1.0,2,0.68
3631,1040,1,1,1,0.5,1.0,7,1.67
3632,2000,20,0,2,2.0,1.0,1,1.38
3633,1000,0,0,6,2.0,3.0,2,0.91
3634,1180,0,1,1,1.0,1.0,9,2.42
3635,1060,0,0,2,1.0,1.0,9,0.75
3636,1000,14,1,1,1.0,1.0,4,0.41
3637,1000,14,1,1,1.0,1.0,4,0.41
3638,1000,0,0,2,1.0,1.0,2,0.25
3639,1000,0,0,2,1.0,0.0,2,0.28
3640,1000,0,0,2,1.0,0.0,2,0.28
3641,1000,0,0,2,1.0,0.0,2,0.11
3642,1050,15,0,2,1.0,1.0,4,0.18
3643,1050,0,1,2,1.5,1.0,4,0.12
3644,1070,0,1,2,1.0,1.0,8,2.03
3645,1040,0,0,2,1.0,1.0,7,0.91
3646,2100,14,1,2,1.0,1.0,6,2.36
3647,1200,0,0,2,1.0,1.0,3,0.94
3648,1040,0,0,2,1.0,1.0,4,1.3
3649,1190,0,0,2,1.0,1.0,9,0.68
3650,1190,0,0,5,1.0,2.0,9,0.87
3651,1070,0,0,3,1.0,2.0,2,1.17
3652,1030,0,2,2,1.0,1.0,0,0.94
3653,1060,0,0,2,1.0,1.0,9,0.75
3654,1190,0,0,4,1.0,2.0,9,1.08
3656,1040,14,1,4,1.0,1.0,7,0.58
3657,1000,0,0,2,1.0,1.0,2,0.57
3658,1160,20,1,2,1.0,1.0,3,2.98
3659,2040,7,0,5,1.0,1.0,1,17.5
3660,1060,14,0,8,3.0,4.0,9,0.93
3661,2018,0,0,4,1.0,1.0,6,0.86
3662,2000,0,0,2,1.5,1.0,1,0.39
3663,2000,0,0,4,1.5,2.0,1,0.5
3664,2018,14,0,2,1.5,1.0,6,0.64
3665,2000,0,0,4,1.5,1.0,1,0.93
3666,2018,0,0,4,1.0,1.0,6,0.87
3667,2000,0,0,2,1.0,0.0,1,0.57
3668,2000,0,0,4,1.5,2.0,1,1.15
3669,2000,0,0,4,1.0,1.0,1,1.08
3670,2018,0,0,4,1.0,1.0,6,0.72
3671,2000,0,0,4,1.5,1.0,1,1.14
3672,2000,0,0,2,1.0,0.0,1,0.35
3673,2000,0,0,4,1.5,1.0,1,0.5
3674,2000,0,0,4,1.5,1.0,1,0.39
3675,2000,0,0,4,1.5,1.0,1,0.44
3676,2000,0,0,2,1.5,1.0,1,1.1
3677,2018,0,0,3,1.5,1.0,6,0.83
3678,2000,0,0,4,1.5,1.0,1,1.09
3679,2000,0,0,4,1.0,1.0,1,1.05
3680,2000,0,0,4,1.0,1.0,1,1.23
3681,2000,0,0,4,1.5,1.0,1,1.07
3682,2000,0,0,4,1.0,1.0,1,1.22
3683,2018,0,0,2,1.5,1.0,6,0.72
3684,1050,0,2,1,1.0,1.0,4,0.12
3685,2140,20,1,1,1.5,1.0,6,0.48
3686,1081,15,1,2,1.0,1.0,5,1.82
3687,1090,0,0,2,1.0,1.0,5,0.32
3688,1040,0,0,4,1.0,1.0,4,1.3
3689,1040,0,0,5,1.0,3.0,7,0.58
3690,1040,0,1,2,1.0,1.0,7,0.81
3691,1050,0,0,4,1.0,1.0,4,0.65
3692,1050,0,0,4,1.0,1.0,4,0.65
3693,1050,14,0,2,1.0,1.0,9,0.85
3694,2060,0,1,2,1.0,1.0,6,0.7
3695,1040,0,0,3,1.0,0.0,7,0.6
3696,1060,0,0,4,1.0,1.0,2,0.99
3697,1180,14,0,4,1.0,2.0,4,4.49
3698,1150,0,1,2,1.0,1.0,7,0.98
3699,1050,14,1,2,8.0,1.0,4,0.68
3700,1050,0,1,2,1.0,1.0,4,0.4
3701,1000,0,1,2,1.0,1.0,2,0.14
3702,1150,0,0,2,1.0,0.0,3,2.05
3703,1000,0,0,2,1.0,1.0,2,0.99
3704,1150,14,0,2,1.0,1.0,3,1.75
3705,2610,0,1,3,1.0,1.0,1,5.23
3706,2600,0,0,4,1.0,1.0,6,1.69
3707,1080,0,0,4,1.0,2.0,2,1.65
3708,1000,0,0,4,1.0,2.0,2,0.75
3709,1080,0,0,2,1.0,0.0,8,1.57
3710,1060,0,0,4,1.0,1.0,4,1.09
3711,1081,0,0,3,1.0,1.0,5,1.59
3712,1040,0,1,2,1.0,1.0,7,1.14
3713,1170,14,0,9,2.0,4.0,7,1.59
3714,1050,0,1,2,1.0,1.0,4,1.37
3715,1050,0,1,2,1.5,1.0,4,1.23
3716,1190,14,1,2,2.0,1.0,9,1.0
3717,1050,0,0,4,1.0,2.0,4,1.05
3718,1030,0,0,4,1.0,3.0,0,1.93
3719,1140,0,1,3,1.0,1.0,3,2.83
3721,1000,0,1,2,1.0,1.0,2,0.86
3722,1000,0,0,4,1.0,2.0,2,0.43
3723,1030,0,0,3,1.0,1.0,0,0.94
3724,1000,0,0,2,1.0,1.0,0,0.99
3725,1000,0,0,2,1.0,1.0,2,0.54
3726,2100,0,1,2,2.0,1.0,6,1.99
3727,1000,0,0,8,2.0,1.0,2,0.63
3728,1140,0,1,1,1.0,1.0,0,2.25
3729,1050,0,0,2,1.0,1.0,4,1.33
3730,1070,0,0,4,1.5,2.0,9,2.14
3731,1060,14,1,6,2.0,1.0,9,0.68
3732,1060,14,1,3,1.0,1.0,9,0.75
3733,1060,14,1,3,0.5,1.0,9,0.67
3734,1060,14,1,3,0.5,1.0,9,0.54
3735,1060,0,1,7,1.0,1.0,9,0.57
3736,2000,0,0,2,1.0,1.0,1,0.68
3737,2000,0,0,2,1.0,1.0,1,0.78
3738,2000,0,0,2,1.0,1.0,1,1.26
3739,2000,0,0,2,1.0,1.0,1,1.48
3740,2000,0,0,2,1.0,1.0,1,0.62
3741,2000,0,0,3,1.0,1.0,1,1.93
3742,2600,14,1,3,1.0,1.0,1,2.17
3743,2600,14,1,3,1.0,1.0,1,2.25
3744,1030,0,1,2,1.0,1.0,0,0.19
3745,1180,0,0,5,2.0,4.0,9,2.17
3746,1190,0,0,4,1.0,2.0,9,0.45
3747,1050,0,0,4,1.0,1.0,4,1.1
3748,1190,0,0,4,1.0,2.0,9,1.21
3749,1060,0,0,2,1.0,1.0,9,1.04
3750,1060,0,0,2,1.0,1.0,9,0.74
3751,1180,14,0,4,1.0,2.0,4,4.07
3752,1200,14,0,7,2.0,4.0,3,1.37
3753,2060,0,0,2,1.0,1.0,6,2.12
3754,2018,0,0,4,1.0,1.0,1,1.02
3755,1040,0,0,2,1.0,0.0,7,1.15
3756,2018,15,1,2,1.0,1.0,1,1.13
3757,2170,14,1,2,1.5,1.0,6,3.3
3758,1140,0,0,6,1.0,3.0,3,2.58
3759,1200,0,0,4,2.5,4.0,3,1.22
3760,1060,0,0,2,1.0,1.0,9,1.38
3762,1060,14,1,1,2.0,1.0,9,1.03
3763,1050,0,0,4,1.0,2.0,4,0.77
3764,1040,0,1,2,1.0,1.0,0,1.53
3765,1000,0,0,2,1.0,1.0,2,0.4
3766,1000,0,0,3,1.0,0.0,2,0.39
3767,1000,0,0,2,1.0,0.0,2,0.21
3768,1000,0,0,4,1.0,0.0,2,0.2
3769,1200,0,0,2,1.0,0.0,3,1.86
3770,1190,0,0,3,1.0,1.0,9,0.47
3771,1000,0,0,6,2.5,2.0,2,0.56
3772,1000,0,0,6,1.5,2.0,2,0.32
3773,1000,0,0,6,1.5,2.0,2,0.18
3774,1000,0,0,6,1.5,2.0,2,0.17
3775,1180,15,0,4,1.0,1.0,9,2.87
3776,1060,0,0,2,1.0,1.0,9,1.23
3777,1060,0,0,4,1.0,1.0,9,1.22
3779,1050,0,0,2,1.0,1.0,4,0.37
3780,1030,14,1,2,1.0,1.0,0,0.88
3781,2018,15,0,2,1.0,1.0,1,1.16
3782,1060,0,0,4,2.0,2.0,4,0.85
3783,1060,0,0,2,1.0,1.0,9,0.56
3784,1060,0,1,1,1.0,1.0,9,1.18
3785,1190,0,1,2,1.0,1.0,9,0.63
3786,1060,0,1,2,1.0,1.0,9,1.18
3787,1060,0,0,2,1.0,1.0,9,0.38
3788,1060,0,1,2,1.0,1.0,9,0.9
3789,1030,0,0,4,1.0,1.0,0,0.99
3790,1082,14,0,4,1.0,0.0,8,1.86
3791,2000,0,2,4,1.0,1.0,1,0.54
3792,1050,14,0,6,1.0,3.0,4,1.04
3793,1050,0,0,4,1.0,2.0,4,0.6
3794,1050,0,1,2,1.0,1.0,4,0.68
3795,1060,0,0,2,1.0,1.0,4,0.77
3796,1180,8,0,4,1.0,0.0,4,5.05
3797,2000,0,0,2,1.0,1.0,1,1.35
3798,2018,0,1,2,1.0,1.0,6,0.99
3799,1060,0,0,3,1.0,1.0,9,0.54
3800,1050,0,0,2,1.0,1.0,4,1.08
3801,1030,0,1,1,1.0,1.0,0,0.76
3802,2000,0,2,2,1.0,1.0,1,0.23
3803,1000,0,0,2,1.0,1.0,2,1.45
3804,1000,0,0,2,1.0,0.0,2,0.23
3805,1190,0,1,1,1.0,1.0,9,0.75
3806,1190,14,1,1,1.0,1.0,9,0.81
3807,1000,0,0,2,1.0,1.0,2,0.54
3808,1050,1,1,2,1.0,1.0,4,0.82
3809,1081,0,0,4,1.0,2.0,8,2.21
3810,1180,0,0,4,1.0,2.0,9,4.39
3812,1200,0,0,2,1.0,0.0,3,2.04
3813,1030,0,1,2,1.0,1.0,0,1.85
3814,1030,0,0,3,2.0,2.0,0,1.8
3815,1000,0,0,3,1.0,2.0,0,1.1
3816,1040,0,0,2,1.0,1.0,7,1.35
3817,1060,0,1,2,1.0,1.0,9,1.3
3818,1130,0,0,3,1.5,2.0,0,4.28
3819,1000,0,0,2,1.5,1.0,2,0.47
3820,1000,14,0,6,1.5,2.0,2,0.26
3821,1000,0,0,2,1.0,1.0,2,0.34
3822,1000,0,0,4,1.0,1.0,2,0.35
3823,1000,8,0,4,1.0,1.0,2,0.17
3824,1000,0,0,6,1.0,1.0,2,0.39
3825,1000,0,0,2,1.0,0.0,2,0.36
3826,1000,0,0,5,1.0,1.0,2,0.14
3827,1000,0,0,2,1.0,0.0,2,0.36
3828,1000,0,0,6,2.0,3.0,2,0.31
3829,2000,1,1,2,1.0,1.0,1,0.75
3830,1030,14,1,2,1.0,1.0,0,1.75
3831,1050,0,1,1,2.0,1.0,4,0.87
3832,1210,0,0,3,1.0,1.0,0,0.42
3833,1050,0,0,4,1.5,2.0,7,0.9
3834,1000,0,1,2,1.0,1.0,2,0.26
3835,1000,15,0,4,1.0,1.0,2,0.1
3836,1050,0,0,4,1.5,2.0,4,1.09
3837,1050,0,0,2,1.0,1.0,4,0.71
3838,1000,1,1,2,1.0,1.0,2,0.56
3839,1000,1,1,2,1.0,1.0,2,0.69
3840,1180,1,1,2,1.0,1.0,9,3.27
3841,1050,20,0,4,1.0,1.0,4,0.73
3842,1060,0,0,2,1.0,0.0,4,0.98
3843,1030,0,0,2,1.0,1.0,0,0.92
3844,1000,0,1,5,1.0,1.0,2,0.51
3845,1000,0,0,4,1.0,1.0,2,1.27
3846,1000,0,0,2,1.0,1.0,0,0.78
3847,1000,0,1,2,1.0,1.0,0,0.82
3848,1000,0,1,2,1.0,1.0,0,0.81
3849,1000,0,1,2,1.0,1.0,2,0.31
